State,District,Position,Party,Candidate,Vote Share
Arizona,6,U.S. Representative,Democratic,Rebecca Schneider,0.345
Arizona,6,U.S. Representative,Libertarian,Rick Biondi,0.030
Arizona,7,U.S. Representative,Democratic,Raul Grijalva,0.633
Arizona,7,U.S. Representative,Republican,Joseph Sweeney,0.328
Arizona,7,U.S. Representative,Libertarian,Raymond Patrick Petrulsky,0.039
Arizona,8,U.S. Representative,Democratic,Gabrielle Giffords,0.547
Arizona,8,U.S. Representative,Republican,Tim Bee,0.428
Arizona,8,U.S. Representative,Libertarian,Paul Davis,0.025
Arkansas,1,U.S. Representative,Democratic,Marion Berry,1.000
Arkansas,2,U.S. Representative,Democratic,Vic Snyder,0.765
Arkansas,2,U.S. Representative,Green,Deb McFarland,0.232
Arkansas,3,U.S. Representative,Republican,John Boozman,0.785
Arkansas,3,U.S. Representative,Green,Abel Tomlinson,0.215
Arkansas,4,U.S. Representative,Democratic,Mike Ross,0.862
Arkansas,4,U.S. Representative,Green,Joshua Drake,0.138
California,1,U.S. Representative,Democratic,Mike Thompson,0.682
California,1,U.S. Representative,Republican,Zane Starkewolf,0.233
California,1,U.S. Representative,Green,Carol Wolman,0.085
California,2,U.S. Representative,Republican,Wally Herger,0.579
California,2,U.S. Representative,Democratic,Jeff Morris,0.421
California,3,U.S. Representative,Republican,Dan Lungren,0.495
California,3,U.S. Representative,Democratic,Bill Durston,0.440
California,3,U.S. Representative,Peace and Freedom,Dina Padilla,0.042
California,3,U.S. Representative,Libertarian,Douglas Arthur Tuma,0.023
California,4,U.S. Representative,Republican,Tom McClintock,0.503
California,4,U.S. Representative,Democratic,Charles Brown,0.497
California,5,U.S. Representative,Democratic,Doris Matsui,0.743
California,5,U.S. Representative,Republican,Paul Smith,0.209
California,5,U.S. Representative,Peace and Freedom,L.R. Roberts,0.048
California,6,U.S. Representative,Democratic,Lynn Woolsey,0.717
California,6,U.S. Representative,Republican,Mike Halliwell,0.241
California,6,U.S. Representative,Libertarian,Joel Smolen,0.042
California,7,U.S. Representative,Democratic,George Miller,0.729
California,7,U.S. Representative,Republican,Roger Allen Petersen,0.218
California,7,U.S. Representative,Peace and Freedom,Bill Callison,0.028
California,7,U.S. Representative,Libertarian,Camden McConnell,0.025
California,8,U.S. Representative,Democratic,Nancy Pelosi,0.719
California,8,U.S. Representative,Independent,Cindy Sheehan,0.162
California,8,U.S. Representative,Republican,Dana Walsh,0.097
California,8,U.S. Representative,Libertarian,Philip Berg,0.022
California,9,U.S. Representative,Democratic,Barbara Lee,0.861
California,9,U.S. Representative,Republican,Charles Hargrave,0.097
California,9,U.S. Representative,Libertarian,James Eyer,0.042
California,10,U.S. Representative,Democratic,Ellen Tauscher,0.652
California,10,U.S. Representative,Republican,Nicholas Gerber,0.311
California,10,U.S. Representative,Peace and Freedom,Eugene Ruyle,0.037
California,11,U.S. Representative,Democratic,Jerry McNerney,0.553
California,11,U.S. Representative,Republican,Dean Andal,0.447
California,12,U.S. Representative,Democratic,Jackie Speier,0.752
California,12,U.S. Representative,Republican,Greg Conlon,0.185
California,12,U.S. Representative,Peace and Freedom,Nathalie Hrizi,0.022
California,12,U.S. Representative,Green,Barry Hermanson,0.021
California,12,U.S. Representative,Libertarian,Kevin Dempsey Peterson,0.020
California,13,U.S. Representative,Democratic,Pete Stark,0.765
California,13,U.S. Representative,Republican,Raymond Chui,0.235
California,14,U.S. Representative,Democratic,Anna Eshoo,0.698
California,14,U.S. Representative,Republican,Ronny Santana,0.223
California,14,U.S. Representative,Libertarian,Brian Holtz,0.043
California,14,U.S. Representative,Green,Carol Brouillet,0.036
California,15,U.S. Representative,Democratic,Mike Honda,0.717
California,15,U.S. Representative,Republican,Joyce Stoer Cordi,0.233
California,15,U.S. Representative,Green,Peter Myers,0.050
California,16,U.S. Representative,Democratic,Zoe Lofgren,0.714
California,16,U.S. Representative,Republican,Charel Winston,0.240
California,16,U.S. Representative,Libertarian,Steven Wells,0.046
California,17,U.S. Representative,Democratic,Sam Farr,0.739
California,17,U.S. Representative,Republican,Jeff Taylor,0.259
California,18,U.S. Representative,Democratic,Dennis Cardoza,1.000
California,19,U.S. Representative,Republican,George Radanovich,0.985
California,20,U.S. Representative,Democratic,Jim Costa,0.744
California,20,U.S. Representative,Republican,Jim Lopez,0.256
California,21,U.S. Representative,Republican,Devin Nunes,0.684
California,21,U.S. Representative,Democratic,Larry Johnson,0.316
California,22,U.S. Representative,Republican,Kevin McCarthy,1.000
California,23,U.S. Representative,Democratic,Lois Capps,0.681
California,23,U.S. Representative,Republican,Matt Kokkonen,0.319
California,24,U.S. Representative,Republican,Elton Gallegly,0.582
California,24,U.S. Representative,Democratic,Marta Ann Jorgensen,0.418
California,25,U.S. Representative,Republican,Howard McKeon,0.578
California,25,U.S. Representative,Democratic,Jackie Conaway,0.422
California,26,U.S. Representative,Republican,David Dreier,0.527
California,26,U.S. Representative,Democratic,Russ Warner,0.404
California,26,U.S. Representative,Libertarian,Ted Brown,0.069
California,27,U.S. Representative,Democratic,Brad Sherman,0.686
California,27,U.S. Representative,Republican,Navraj Singh,0.248
California,27,U.S. Representative,Libertarian,Tim Denton,0.066
California,28,U.S. Representative,Democratic,Howard Berman,0.999
California,29,U.S. Representative,Democratic,Adam Schiff,0.690
California,29,U.S. Representative,Republican,Charles Hahn,0.267
California,29,U.S. Representative,Libertarian,Alan Pyeatt,0.043
California,30,U.S. Representative,Democratic,Henry Waxman,1.000
California,31,U.S. Representative,Democratic,Xavier Becerra,1.000
California,32,U.S. Representative,Democratic,Hilda Solis,1.000
California,33,U.S. Representative,Democratic,Diane Watson,0.876
California,33,U.S. Representative,Republican,David Crowley,0.124
California,34,U.S. Representative,Democratic,Lucille Roybal-Allard,0.771
California,34,U.S. Representative,Republican,Christopher Balding,0.229
California,35,U.S. Representative,Democratic,Maxine Waters,0.826
California,35,U.S. Representative,Republican,Ted Hayes,0.133
California,35,U.S. Representative,Libertarian,Herb Peters,0.041
California,36,U.S. Representative,Democratic,Jane Harman,0.687
California,36,U.S. Representative,Republican,Brian Gibson,0.313
California,37,U.S. Representative,Democratic,Laura Richardson,0.750
California,37,U.S. Representative,Independent,Nick Dibs,0.244
California,38,U.S. Representative,Democratic,Grace Napolitano,0.818
California,38,U.S. Representative,Libertarian,Christopher Agrella,0.182
California,39,U.S. Representative,Democratic,Linda Sánchez,0.697
California,39,U.S. Representative,Republican,Diane Lenning,0.303
California,40,U.S. Representative,Republican,Ed Royce,0.626
California,40,U.S. Representative,Democratic,Christina Avalos,0.374
California,41,U.S. Representative,Republican,Jerry Lewis,0.617
California,41,U.S. Representative,Democratic,Tim Prince,0.383
California,42,U.S. Representative,Republican,Gary Miller,0.602
California,42,U.S. Representative,Democratic,Ed Chau,0.398
California,43,U.S. Representative,Democratic,Joe Baca,0.692
California,43,U.S. Representative,Republican,John Roberts,0.308
California,44,U.S. Representative,Republican,Ken Calvert,0.512
California,44,U.S. Representative,Democratic,Bill Hedrick,0.488
California,45,U.S. Representative,Republican,Mary Bono Mack,0.583
California,45,U.S. Representative,Democratic,Julie Bornstein,0.417
California,46,U.S. Representative,Republican,Dana Rohrabacher,0.526
California,46,U.S. Representative,Democratic,Debbie Cook,0.431
California,46,U.S. Representative,Green,Thomas Lash,0.028
California,46,U.S. Representative,Libertarian,Ernst Gasteiger,0.015
California,47,U.S. Representative,Democratic,Loretta Sanchez,0.695
California,47,U.S. Representative,Republican,Rosie Avila,0.255
California,47,U.S. Representative,American Independent,Robert Lauten,0.050
California,48,U.S. Representative,Republican,John Campbell,0.557
California,48,U.S. Representative,Democratic,Steve Young,0.406
California,48,U.S. Representative,Libertarian,Don Patterson,0.037
California,49,U.S. Representative,Republican,Darrell Issa,0.583
California,49,U.S. Representative,Democratic,Robert Hamilton,0.375
California,49,U.S. Representative,Libertarian,Lars Grossmith,0.042
California,50,U.S. Representative,Republican,Brian Bilbray,0.503
California,50,U.S. Representative,Democratic,Nick Leibham,0.452
California,50,U.S. Representative,Libertarian,Wayne Dunlap,0.045
California,51,U.S. Representative,Democratic,Bob Filner,0.728
California,51,U.S. Representative,Republican,David Lee Joy,0.242
California,51,U.S. Representative,Libertarian,Dan Litwin,0.030
California,52,U.S. Representative,Republican,Duncan D. Hunter,0.564
California,52,U.S. Representative,Democratic,Mike Lumpkin,0.390
California,52,U.S. Representative,Libertarian,Michael Benoit,0.046
California,53,U.S. Representative,Democratic,Susan Davis,0.685
California,53,U.S. Representative,Republican,Michael Crimmins,0.275
California,53,U.S. Representative,Libertarian,Edward Teyssier,0.040
Colorado,1,U.S. Representative,Democratic,Diana DeGette,0.719
Colorado,1,U.S. Representative,Republican,George Lilly,0.238
Colorado,1,U.S. Representative,Libertarian,Martin Buchanan,0.043
Colorado,2,U.S. Representative,Democratic,Jared Polis,0.626
Colorado,2,U.S. Representative,Republican,Scott Starin,0.339
Colorado,2,U.S. Representative,Green,J.A. Calhoun,0.029
Colorado,2,U.S. Representative,Unity,Bill Hammons,0.006
Colorado,3,U.S. Representative,Democratic,John Salazar,0.616
Colorado,3,U.S. Representative,Republican,Wayne Wolf,0.384
Colorado,4,U.S. Representative,Democratic,Betsy Markey,0.562
Colorado,4,U.S. Representative,Republican,Marilyn Musgrave,0.438
Colorado,5,U.S. Representative,Republican,Doug Lamborn,0.600
Colorado,5,U.S. Representative,Democratic,Hal Bidlack,0.370
Colorado,5,U.S. Representative,Constitution,Brian Scott,0.029
Colorado,6,U.S. Representative,Republican,Mike Coffman,0.607
Colorado,6,U.S. Representative,Democratic,Hank Eng,0.393
Colorado,7,U.S. Representative,Democratic,Ed Perlmutter,0.635
Colorado,7,U.S. Representative,Republican,John Lerew,0.365
Connecticut,1,U.S. Representative,Democratic,John Larson,0.716
Connecticut,1,U.S. Representative,Republican,Joe Visconti,0.260
Connecticut,1,U.S. Representative,Green,Stephen Fournier,0.024
Connecticut,2,U.S. Representative,Democratic,Joe Courtney,0.657
Connecticut,2,U.S. Representative,Republican,Sean Sullivan,0.324
Connecticut,2,U.S. Representative,Green,Scott Deshefy,0.019
Connecticut,3,U.S. Representative,Democratic,Rosa DeLauro,0.774
Connecticut,3,U.S. Representative,Republican,Bo Itshaky,0.197
Connecticut,3,U.S. Representative,Green,Ralph Ferrucci,0.029
Connecticut,4,U.S. Representative,Democratic,Jim Himes,0.513
Connecticut,4,U.S. Representative,Republican,Chris Shays,0.476
Connecticut,4,U.S. Representative,Libertarian,Michael Carrano,0.007
Connecticut,4,U.S. Representative,Green, Richard Duffee,0.004
Connecticut,5,U.S. Representative,Democratic,Chris Murphy,0.592
Connecticut,5,U.S. Representative,Republican,David Cappiello,0.390
Connecticut,5,U.S. Representative,Green,Harold Burbank,0.010
Connecticut,5,U.S. Representative,Independent,Thomas Winn,0.008
Delaware,At-Large,U.S. Representative,Republican,Michael Castle,0.611
Delaware,At-Large,U.S. Representative,Democratic,Karen Hartley-Nagle,0.380
Delaware,At-Large,U.S. Representative,Libertarian,Mark Anthony Parks,0.009
Florida,1,U.S. Representative,Republican,Jeff Miller,0.702
Florida,1,U.S. Representative,Democratic,James Jim Bryan,0.298
Florida,2,U.S. Representative,Democratic,Allen Boyd,0.619
Florida,2,U.S. Representative,Republican,Mark Mulligan,0.381
Florida,3,U.S. Representative,Democratic,Corrine Brown,1.000
Florida,4,U.S. Representative,Republican,Ander Crenshaw,0.653
Florida,4,U.S. Representative,Democratic,Jay McGovern,0.347
Florida,5,U.S. Representative,Republican,Ginny Brown-Waite,0.612
Florida,5,U.S. Representative,Democratic,John Russell,0.388
Florida,6,U.S. Representative,Republican,Cliff Stearns,0.609
Florida,6,U.S. Representative,Democratic,Tim Cunha,0.391
Florida,7,U.S. Representative,Republican,John Mica,0.620
Florida,7,U.S. Representative,Democratic,Faye Armitage,0.380
Florida,8,U.S. Representative,Democratic,Alan Grayson,0.520
Florida,8,U.S. Representative,Republican,Ric Keller,0.480
Florida,9,U.S. Representative,Republican,Gus Bilirakis,0.622
Florida,9,U.S. Representative,Democratic,Bill Mitchell,0.363
Florida,9,U.S. Representative,Independent,John Kalimnios,0.010
Florida,9,U.S. Representative,Term Limits,Richard Emmons,0.006
Florida,10,U.S. Representative,Republican,Bill Young,0.607
Florida,10,U.S. Representative,Democratic,Bob Hackworth,0.393
Florida,11,U.S. Representative,Democratic,Kathy Castor,0.717
Florida,11,U.S. Representative,Republican,Eddie Adams,0.283
Florida,12,U.S. Representative,Republican,Adam Putnam,0.575
Florida,12,U.S. Representative,Democratic,Doug Tudor,0.425
Florida,13,U.S. Representative,Republican,Vern Buchanan,0.555
Florida,13,U.S. Representative,Democratic,Christine Jennings,0.375
Florida,13,U.S. Representative,Independent,Jan Schneider,0.055
Florida,13,U.S. Representative,Independent,Don Baldauf,0.015
Florida,14,U.S. Representative,Republican,Connie Mack,0.594
Florida,14,U.S. Representative,Democratic,Robert Neeld,0.248
Florida,14,U.S. Representative,Independent,Burt Saunders,0.145
Florida,14,U.S. Representative,Independent,Jeff George,0.013
Florida,15,U.S. Representative,Republican,Bill Posey,0.531
Florida,15,U.S. Representative,Democratic,Stephen Blythe,0.420
Florida,15,U.S. Representative,Independent,Frank Zilaitis,0.039
Florida,15,U.S. Representative,Independent,Trevor Lowing,0.010
Florida,16,U.S. Representative,Republican,Tom Rooney,0.601
Florida,16,U.S. Representative,Democratic,Tim Mahoney,0.399
Florida,17,U.S. Representative,Democratic,Kendrick Meek,1.000
Florida,18,U.S. Representative,Republican,Ileana Ros-Lehtinen,0.579
Florida,18,U.S. Representative,Democratic,Annette Taddeo,0.421
Florida,19,U.S. Representative,Democratic,Robert Wexler,0.662
Florida,19,U.S. Representative,Republican,Edward Lynch,0.272
Florida,19,U.S. Representative,Independent,Ben Graber,0.066
Florida,20,U.S. Representative,Democratic,Debbie Wasserman Schultz,0.775
Florida,20,U.S. Representative,Independent,Margaret Hostetter,0.225
Florida,21,U.S. Representative,Republican,Lincoln Diaz-Balart,0.579
Florida,21,U.S. Representative,Democratic,Raul Martinez,0.421
Florida,22,U.S. Representative,Democratic,Ron Klein,0.547
Florida,22,U.S. Representative,Republican,Allen West,0.453
Florida,23,U.S. Representative,Democratic,Alcee Hastings,0.821
Florida,23,U.S. Representative,Republican,Marion Thorpe,0.178
Florida,24,U.S. Representative,Democratic,Suzanne Kosmas,0.572
Florida,24,U.S. Representative,Republican,Tom Feeney,0.411
Florida,24,U.S. Representative,Independent,Gaurav Bhola,0.017
Florida,25,U.S. Representative,Republican,Mario Diaz-Balart,0.531
Florida,25,U.S. Representative,Democratic,Joe Garcia,0.469
Georgia,1,U.S. Representative,Republican,Jack Kingston,0.665
Georgia,1,U.S. Representative,Democratic,Bill Gillespie,0.335
Georgia,2,U.S. Representative,Democratic,Sanford Bishop,0.689
Georgia,2,U.S. Representative,Republican,Lee Ferrell,0.311
Georgia,3,U.S. Representative,Republican,Lynn Westmoreland,0.657
Georgia,3,U.S. Representative,Democratic,Stephen Camp,0.343
Georgia,4,U.S. Representative,Democratic,Hank Johnson,0.999
Georgia,5,U.S. Representative,Democratic,John Lewis,1.000
Georgia,6,U.S. Representative,Republican,Tom Price,0.685
Georgia,6,U.S. Representative,Democratic,Bill Jones,0.315
Georgia,7,U.S. Representative,Republican,John Linder,0.620
Georgia,7,U.S. Representative,Democratic,Doug Heckman,0.380
Georgia,8,U.S. Representative,Democratic,Jim Marshall,0.572
Georgia,8,U.S. Representative,Republican,Rick Goddard,0.428
Georgia,9,U.S. Representative,Republican,Nathan Deal,0.755
Georgia,9,U.S. Representative,Democratic,Jeff Scott,0.245
Georgia,10,U.S. Representative,Republican,Paul Broun,0.607
Georgia,10,U.S. Representative,Democratic,Bobby Saxon,0.393
Georgia,11,U.S. Representative,Republican,Phil Gingrey,0.682
Georgia,11,U.S. Representative,Democratic,Hugh Gammon,0.318
Georgia,12,U.S. Representative,Democratic,John Barrow,0.660
Georgia,12,U.S. Representative,Republican,John Stone,0.340
Georgia,13,U.S. Representative,Democratic,David Scott,0.690
Georgia,13,U.S. Representative,Republican,Deborah Honeycutt,0.310
Hawaii,1,U.S. Representative,Democratic,Neil Abercrombie,0.771
Hawaii,1,U.S. Representative,Republican,Steve Tataii,0.191
Hawaii,1,U.S. Representative,Libertarian,Li Zhao,0.038
Hawaii,2,U.S. Representative,Democratic,Mazie Hirono,0.761
Hawaii,2,U.S. Representative,Republican,Roger B. Evans,0.204
Hawaii,2,U.S. Representative,Independent,Shaun Stenshol,0.019
Hawaii,2,U.S. Representative,Libertarian,Jeff Mallan,0.017
Idaho,1,U.S. Representative,Democratic,Walt Minnick,0.506
Idaho,1,U.S. Representative,Republican,Bill Sali,0.494
Idaho,2,U.S. Representative,Republican,Mike Simpson,0.710
Idaho,2,U.S. Representative,Democratic,Debbie Holmes,0.290
Illinois,1,U.S. Representative,Democratic,Bobby Rush,0.859
Illinois,1,U.S. Representative,Republican,Antoine Members,0.141
Illinois,2,U.S. Representative,Democratic,Jesse Jackson Jr.,0.894
Illinois,2,U.S. Representative,Republican,Anthony Williams,0.106
Illinois,3,U.S. Representative,Democratic,Dan Lipinski,0.733
Illinois,3,U.S. Representative,Republican,Michael Hawkins,0.214
Illinois,3,U.S. Representative,Green,Jerome Pohlen,0.053
Illinois,4,U.S. Representative,Democratic,Luis Gutiérrez,0.806
Illinois,4,U.S. Representative,Republican,Daniel Cunningham,0.115
Illinois,4,U.S. Representative,Green,Omar Lopez,0.079
Illinois,5,U.S. Representative,Democratic,Rahm Emanuel,0.739
Illinois,5,U.S. Representative,Republican,Tom Hanson,0.220
Illinois,5,U.S. Representative,Green,Alan Augustson,0.041
Illinois,6,U.S. Representative,Republican,Peter Roskam,0.576
Illinois,6,U.S. Representative,Democratic,Jill Morgenthaler,0.424
Illinois,7,U.S. Representative,Democratic,Danny Davis,0.850
Illinois,7,U.S. Representative,Republican,Steve Miller,0.150
Illinois,8,U.S. Representative,Democratic,Melissa Bean,0.607
Illinois,8,U.S. Representative,Republican,Steve Greenberg,0.393
Illinois,9,U.S. Representative,Democratic,Jan Schakowsky,0.747
Illinois,9,U.S. Representative,Republican,Michael Younan,0.220
Illinois,9,U.S. Representative,Green,Morris Shanfield,0.033
Illinois,10,U.S. Representative,Republican,Mark Kirk,0.526
Illinois,10,U.S. Representative,Democratic,Daniel Seals,0.474
Illinois,11,U.S. Representative,Democratic,Debbie Halvorson,0.584
Illinois,11,U.S. Representative,Republican,Marty Ozinga,0.345
Illinois,11,U.S. Representative,Green,Jason Wallace,0.071
Illinois,12,U.S. Representative,Democratic,Jerry Costello,0.711
Illinois,12,U.S. Representative,Republican,Tim Richardson,0.250
Illinois,12,U.S. Representative,Green,Rodger Jennings,0.039
Illinois,13,U.S. Representative,Republican,Judy Biggert,0.536
Illinois,13,U.S. Representative,Democratic,Scott Harper,0.437
Illinois,13,U.S. Representative,Green,Steve Alesch,0.027
Illinois,14,U.S. Representative,Democratic,Bill Foster,0.577
Illinois,14,U.S. Representative,Republican,Jim Oberweis,0.423
Illinois,15,U.S. Representative,Republican,Tim Johnson,0.642
Illinois,15,U.S. Representative,Democratic,Steve Cox,0.358
Illinois,16,U.S. Representative,Republican,Donald Manzullo,0.609
Illinois,16,U.S. Representative,Democratic,Bob Abboud,0.361
Illinois,16,U.S. Representative,Green,Scott Summers,0.030
Illinois,17,U.S. Representative,Democratic,Phil Hare,1.000
Illinois,18,U.S. Representative,Republican,Aaron Schock,0.589
Illinois,18,U.S. Representative,Democratic,Colleen Callahan,0.379
Illinois,18,U.S. Representative,Green,Sheldon Schafer,0.032
Illinois,19,U.S. Representative,Republican,John Shimkus,0.645
Illinois,19,U.S. Representative,Democratic,Daniel Davis,0.334
Illinois,19,U.S. Representative,Green,Troy Dennis,0.021
Indiana,1,U.S. Representative,Democratic,Pete Visclosky,0.709
Indiana,1,U.S. Representative,Republican,Mark Leyva,0.272
Indiana,1,U.S. Representative,Libertarian,Jeff Duensing,0.019
Indiana,2,U.S. Representative,Democratic,Joe Donnelly,0.671
Indiana,2,U.S. Representative,Republican,Luke Puckett,0.302
Indiana,2,U.S. Representative,Libertarian,Mark Vogel,0.027
Indiana,3,U.S. Representative,Republican,Mark Souder,0.550
Indiana,3,U.S. Representative,Democratic,Mike Montagano,0.397
Indiana,3,U.S. Representative,Libertarian, William Larsen,0.053
Indiana,4,U.S. Representative,Republican,Steve Buyer,0.599
Indiana,4,U.S. Representative,Democratic,Nels Ackerson,0.401
Indiana,5,U.S. Representative,Republican,Dan Burton,0.655
Indiana,5,U.S. Representative,Democratic,Mary Etta Ruley,0.345
Indiana,6,U.S. Representative,Republican,Mike Pence,0.639
Indiana,6,U.S. Representative,Democratic,Barry Welsh,0.334
Indiana,6,U.S. Representative,Libertarian,George Holland,0.027
Indiana,7,U.S. Representative,Democratic,André Carson,0.651
Indiana,7,U.S. Representative,Republican,Gabrielle Campo,0.349
Indiana,8,U.S. Representative,Democratic,Brad Ellsworth,0.647
Indiana,8,U.S. Representative,Republican,Greg Goode,0.353
Indiana,9,U.S. Representative,Democratic,Baron Hill,0.578
Indiana,9,U.S. Representative,Republican,Mike Sodrel,0.384
Indiana,9,U.S. Representative,Libertarian,D. Eric Schansberg,0.038
Iowa,1,U.S. Representative,Democratic,Bruce Braley,0.646
Iowa,1,U.S. Representative,Republican,David Hartsuch,0.354
Iowa,2,U.S. Representative,Democratic,David Loebsack,0.572
Iowa,2,U.S. Representative,Republican,Mariannette Miller-Meeks,0.388
Iowa,2,U.S. Representative,Green,Wendy Barth,0.022
Iowa,2,U.S. Representative,Independent,Brian White,0.018
Iowa,3,U.S. Representative,Democratic,Leonard Boswell,0.564
Iowa,3,U.S. Representative,Republican, Kim Schmett,0.421
Iowa,3,U.S. Representative,Socialist Workers, Frank Forrestal,0.015
Iowa,4,U.S. Representative,Republican,Tom Latham,0.606
Iowa,4,U.S. Representative,Democratic,Becky Greenwald,0.394
Iowa,5,U.S. Representative,Republican,Steve King,0.598
Iowa,5,U.S. Representative,Democratic,Rob Hubler,0.374
Iowa,5,U.S. Representative,Independent,Victor Vara,0.028
Kansas,1,U.S. Representative,Republican,Jerry Moran,0.818
Kansas,1,U.S. Representative,Democratic,James Bordonaro,0.132
Kansas,1,U.S. Representative,Reform, Kathleen Burton,0.027
Kansas,1,U.S. Representative,Libertarian, Jack Warner,0.021
Kansas,2,U.S. Representative,Republican,Lynn Jenkins,0.506
Kansas,2,U.S. Representative,Democratic,Nancy Boyda,0.462
Kansas,2,U.S. Representative,Reform,Leslie Martin,0.016
Kansas,2,U.S. Representative,Libertarian, Robert Garrard,0.015
Kansas,3,U.S. Representative,Democratic,Dennis Moore,0.564
Kansas,3,U.S. Representative,Republican,Nick Jordan,0.396
Kansas,3,U.S. Representative,Libertarian,Joe Bellis,0.028
Kansas,3,U.S. Representative,Reform,Roger Tucker,0.010
Kansas,4,U.S. Representative,Republican,Todd Tiahrt,0.634
Kansas,4,U.S. Representative,Democratic,Donald Betts Jr.,0.323
Kansas,4,U.S. Representative,Reform,Susan Ducey,0.022
Kansas,4,U.S. Representative,Libertarian,Steve Rosile,0.019
Kentucky,1,U.S. Representative,Republican,Ed Whitfield,0.643
Kentucky,1,U.S. Representative,Democratic,Heather Ryan,0.357
Kentucky,2,U.S. Representative,Republican,Brett Guthrie,0.526
Kentucky,2,U.S. Representative,Democratic,David Boswell,0.474
Kentucky,3,U.S. Representative,Democratic,John Yarmuth,0.594
Kentucky,3,U.S. Representative,Republican,Anne Northup,0.406
Kentucky,4,U.S. Representative,Republican,Geoff Davis,0.630
Kentucky,4,U.S. Representative,Democratic,Michael Kelly,0.370
Kentucky,5,U.S. Representative,Republican,Hal Rogers,0.841
Kentucky,5,U.S. Representative,Independent,Jim Holbert,0.159
Kentucky,6,U.S. Representative,Democratic,Ben Chandler,0.647
Kentucky,6,U.S. Representative,Republican,Jon Larson,0.353
Louisiana,1,U.S. Representative,Republican,Steve Scalise,0.657
Louisiana,1,U.S. Representative,Democratic,Jim Harlan,0.343
Louisiana,2,U.S. Representative,Republican,Joseph Cao,0.495
Louisiana,2,U.S. Representative,Democratic,Bill Jefferson,0.468
Louisiana,2,U.S. Representative,Green,Malik Rahim,0.028
Louisiana,2,U.S. Representative,Libertarian,Gregory Kahn,0.008
Louisiana,3,U.S. Representative,Democratic,Charlie Melancon,1.000
Louisiana,4,U.S. Representative,Republican,John Fleming,0.481
Louisiana,4,U.S. Representative,Democratic,Paul Carmouche,0.477
Louisiana,4,U.S. Representative,Independent,Chester T. Kelly,0.035
Louisiana,4,U.S. Representative,Independent,Gerard Bowen Jr.,0.007
Louisiana,5,U.S. Representative,Republican,Rodney Alexander,1.000
Louisiana,6,U.S. Representative,Republican,Bill Cassidy,0.481
Louisiana,6,U.S. Representative,Democratic,Don Cazayoux,0.403
Louisiana,6,U.S. Representative,Independent,Michael Jackson,0.116
Louisiana,7,U.S. Representative,Republican,Charles Boustany,0.619
Louisiana,7,U.S. Representative,Democratic,Don Cravins Jr.,0.343
Louisiana,7,U.S. Representative,Constitution,Peter Vidrine,0.038
Maine,1,U.S. Representative,Democratic,Chellie Pingree,0.549
Maine,1,U.S. Representative,Republican,Charlie Summers,0.451
Maine,2,U.S. Representative,Democratic,Mike Michaud,0.674
Maine,2,U.S. Representative,Republican,John Frary,0.326
Maryland,1,U.S. Representative,Democratic,Frank Kratovil,0.491
Maryland,1,U.S. Representative,Republican,Andy Harris,0.483
Maryland,1,U.S. Representative,Libertarian,Richard James Davis,0.025
Maryland,2,U.S. Representative,Democratic,Dutch Ruppersberger,0.719
Maryland,2,U.S. Representative,Republican,Richard Matthews,0.248
