State,District,Position,Party,Candidate,Vote Share
California,14,U.S. Representative,Republican,Angel Cardenas,0.191
California,15,U.S. Representative,Democratic,Eric Swalwell,0.738
California,15,U.S. Representative,Republican,Danny Turner,0.262
California,16,U.S. Representative,Democratic,Jim Costa,0.580
California,16,U.S. Representative,Republican,Johnny Tacherra,0.420
California,17,U.S. Representative,Democratic,Ro Khanna,0.610
California,17,U.S. Representative,Democratic,Mike Honda,0.390
California,18,U.S. Representative,Democratic,Anna Eshoo,0.711
California,18,U.S. Representative,Republican,Richard Fox,0.289
California,19,U.S. Representative,Democratic,Zoe Lofgren,0.739
California,19,U.S. Representative,Republican,G. Burt Lancaster,0.261
California,20,U.S. Representative,Democratic,Jimmy Panetta,0.708
California,20,U.S. Representative,Republican,Casey Lucius,0.292
California,21,U.S. Representative,Republican,David Valadao,0.567
California,21,U.S. Representative,Democratic,Emilio Huerta,0.433
California,22,U.S. Representative,Republican,Devin Nunes,0.676
California,22,U.S. Representative,Democratic,Louie Campos,0.324
California,23,U.S. Representative,Republican,Kevin McCarthy,0.692
California,23,U.S. Representative,Democratic,Wendy Reed,0.308
California,24,U.S. Representative,Democratic,Salud Carbajal,0.534
California,24,U.S. Representative,Republican,Justin Fareed,0.466
California,25,U.S. Representative,Republican,Steve Knight,0.531
California,25,U.S. Representative,Democratic,Bryan Caforio,0.469
California,26,U.S. Representative,Democratic,Julia Brownley,0.604
California,26,U.S. Representative,Republican,Rafael Dagnesses,0.396
California,27,U.S. Representative,Democratic,Judy Chu,0.674
California,27,U.S. Representative,Republican,Jack Orswell,0.326
California,28,U.S. Representative,Democratic,Adam Schiff,0.780
California,28,U.S. Representative,Republican,Lenore Solis,0.220
California,29,U.S. Representative,Democratic,Tony Cárdenas,0.747
California,29,U.S. Representative,Democratic,Richard Alarcon,0.253
California,30,U.S. Representative,Democratic,Brad Sherman,0.726
California,30,U.S. Representative,Republican,Mark Reed,0.274
California,31,U.S. Representative,Democratic,Pete Aguilar,0.561
California,31,U.S. Representative,Republican,Paul Chabot,0.439
California,32,U.S. Representative,Democratic,Grace Napolitano,0.616
California,32,U.S. Representative,Democratic,Roger Hernandez,0.384
California,33,U.S. Representative,Democratic,Ted Lieu,0.664
California,33,U.S. Representative,Republican,Kenneth Wright,0.336
California,34,U.S. Representative,Democratic,Xavier Becerra,0.772
California,34,U.S. Representative,Democratic,Adrienne Edwards,0.228
California,35,U.S. Representative,Democratic,Norma Torres,0.724
California,35,U.S. Representative,Republican,Tyler Fischella,0.276
California,36,U.S. Representative,Democratic,Raul Ruiz,0.621
California,36,U.S. Representative,Republican,Jeff Stone,0.379
California,37,U.S. Representative,Democratic,Karen Bass,0.811
California,37,U.S. Representative,Democratic,Chris Wiggins,0.189
California,38,U.S. Representative,Democratic,Linda Sánchez,0.705
California,38,U.S. Representative,Republican,Ryan Downing,0.295
California,39,U.S. Representative,Republican,Ed Royce,0.572
California,39,U.S. Representative,Democratic,Brett Murdock,0.428
California,40,U.S. Representative,Democratic,Lucille Roybal-Allard,0.714
California,40,U.S. Representative,No Party Preference,Roman Gabriel Gonzalez,0.286
California,41,U.S. Representative,Democratic,Mark Takano,0.650
California,41,U.S. Representative,Republican,Doug Shepherd,0.350
California,42,U.S. Representative,Republican,Ken Calvert,0.588
California,42,U.S. Representative,Democratic,Tim Sheridan,0.412
California,43,U.S. Representative,Democratic,Maxine Waters,0.761
California,43,U.S. Representative,Republican,Omar Navarro,0.239
California,44,U.S. Representative,Democratic,Nanette Barragán,0.522
California,44,U.S. Representative,Democratic,"Isadore Hall, III",0.478
California,45,U.S. Representative,Republican,Mimi Walters,0.586
California,45,U.S. Representative,Democratic,Ron Varasteh,0.414
California,46,U.S. Representative,Democratic,Lou Correa,0.700
California,46,U.S. Representative,Democratic,Bao Nguyen,0.300
California,47,U.S. Representative,Democratic,Alan Lowenthal,0.637
California,47,U.S. Representative,Republican,Andy Whallon,0.363
California,48,U.S. Representative,Republican,Dana Rohrabacher,0.583
California,48,U.S. Representative,Democratic,Suzanne Savary,0.417
California,49,U.S. Representative,Republican,Darrell Issa,0.503
California,49,U.S. Representative,Democratic,Doug Applegate,0.497
California,50,U.S. Representative,Republican,Duncan D. Hunter,0.635
California,50,U.S. Representative,Democratic,Patrick Malloy,0.365
California,51,U.S. Representative,Democratic,Juan Vargas,0.728
California,51,U.S. Representative,Republican,Juan Hidalgo,0.272
California,52,U.S. Representative,Democratic,Scott Peters,0.565
California,52,U.S. Representative,Republican,Denise Gitsham,0.435
California,53,U.S. Representative,Democratic,Susan Davis,0.670
California,53,U.S. Representative,Republican,James Veltmeyer,0.330
Colorado,1,U.S. Representative,Democratic,Diana DeGette,0.679
Colorado,1,U.S. Representative,Republican,Casper Stockham,0.277
Colorado,1,U.S. Representative,Libertarian,Darrell Dinges,0.044
Colorado,2,U.S. Representative,Democratic,Jared Polis,0.569
Colorado,2,U.S. Representative,Republican,Nic Morse,0.372
Colorado,2,U.S. Representative,Libertarian,Richard Longstreth,0.059
Colorado,3,U.S. Representative,Republican,Scott Tipton,0.546
Colorado,3,U.S. Representative,Democratic,Gail Schwartz,0.404
Colorado,3,U.S. Representative,Libertarian,Gaylon Kent,0.050
Colorado,4,U.S. Representative,Republican,Ken Buck,0.636
Colorado,4,U.S. Representative,Democratic,Bob Seay,0.315
Colorado,4,U.S. Representative,Libertarian,Bruce Griffith,0.048
Colorado,5,U.S. Representative,Republican,Doug Lamborn,0.623
Colorado,5,U.S. Representative,Democratic,Misty Plowright,0.308
Colorado,5,U.S. Representative,Libertarian,Mike McRedmond,0.069
Colorado,6,U.S. Representative,Republican,Mike Coffman,0.509
Colorado,6,U.S. Representative,Democratic,Morgan Carroll,0.426
Colorado,6,U.S. Representative,Libertarian,Norm Olsen,0.050
Colorado,6,U.S. Representative,Green,Robert Lee Worthey,0.015
Colorado,7,U.S. Representative,Democratic,Ed Perlmutter,0.552
Colorado,7,U.S. Representative,Republican,George Athanasopoulos,0.398
Colorado,7,U.S. Representative,Libertarian,Martin Buchanan,0.050
Connecticut,1,U.S. Representative,Democratic,John Larson,0.641
Connecticut,1,U.S. Representative,Republican,Matthew Corey,0.338
Connecticut,1,U.S. Representative,Green,Mike DeRosa,0.021
Connecticut,2,U.S. Representative,Democratic,Joe Courtney,0.632
Connecticut,2,U.S. Representative,Republican,Daria Novak,0.337
Connecticut,2,U.S. Representative,Libertarian,Dan Reale,0.015
Connecticut,2,U.S. Representative,Green,Jonathan Pelto,0.016
Connecticut,3,U.S. Representative,Democratic,Rosa DeLauro,0.690
Connecticut,3,U.S. Representative,Republican,Angel Cadena,0.310
Connecticut,4,U.S. Representative,Democratic,Jim Himes,0.599
Connecticut,4,U.S. Representative,Republican,John Shaban,0.401
Connecticut,5,U.S. Representative,Democratic,Elizabeth Esty,0.580
Connecticut,5,U.S. Representative,Republican,Clay Cope,0.420
Connecticut,5,U.S. Representative,Independent,John Pistone,0.000
Delaware,At-Large,U.S. Representative,Democratic,Lisa Blunt Rochester,0.555
Delaware,At-Large,U.S. Representative,Republican,Hans Reigle,0.410
Delaware,At-Large,U.S. Representative,Libertarian,Scott Gesty,0.015
Delaware,At-Large,U.S. Representative,Green,Mark Perri,0.020
Florida,1,U.S. Representative,Republican,Matt Gaetz,0.691
Florida,1,U.S. Representative,Democratic,Steven Specht,0.309
Florida,2,U.S. Representative,Republican,Neal Dunn,0.673
Florida,2,U.S. Representative,Democratic,Walter Dartland,0.299
Florida,2,U.S. Representative,Libertarian,Rob Lapham,0.027
Florida,3,U.S. Representative,Republican,Ted Yoho,0.566
Florida,3,U.S. Representative,Democratic,Ken McGurn,0.398
Florida,4,U.S. Representative,Republican,John Rutherford,0.702
Florida,4,U.S. Representative,Democratic,David E. Bruderly,0.276
Florida,5,U.S. Representative,Democratic,Al Lawson,0.642
Florida,5,U.S. Representative,Republican,Glo Smith,0.358
Florida,6,U.S. Representative,Republican,Ron DeSantis,0.586
Florida,6,U.S. Representative,Democratic,Bill McCullough,0.414
Florida,7,U.S. Representative,Democratic,Stephanie Murphy,0.515
Florida,7,U.S. Representative,Republican,John Mica,0.485
Florida,8,U.S. Representative,Republican,Bill Posey,0.631
Florida,8,U.S. Representative,Democratic,Corry Westbrook,0.326
Florida,9,U.S. Representative,Democratic,Darren Soto,0.575
Florida,9,U.S. Representative,Republican,Wayne Liebnitzky,0.425
Florida,10,U.S. Representative,Democratic,Val Demings,0.649
Florida,10,U.S. Representative,Republican,Thuy Lowe,0.351
Florida,11,U.S. Representative,Republican,Dan Webster,0.654
Florida,11,U.S. Representative,Democratic,Dave Koller,0.316
Florida,12,U.S. Representative,Republican,Gus Bilirakis,0.686
Florida,12,U.S. Representative,Democratic,Robert Tager,0.314
Florida,13,U.S. Representative,Democratic,Charlie Crist,0.519
Florida,13,U.S. Representative,Republican,David Jolly,0.481
Florida,14,U.S. Representative,Democratic,Kathy Castor,0.618
Florida,14,U.S. Representative,Republican,Christine Quinn,0.382
Florida,15,U.S. Representative,Republican,Dennis Ross,0.575
Florida,15,U.S. Representative,Democratic,Jim Lange,0.425
Florida,16,U.S. Representative,Republican,Vern Buchanan,0.598
Florida,16,U.S. Representative,Democratic,Jan Schneider,0.402
Florida,17,U.S. Representative,Republican,Tom Rooney,0.618
Florida,17,U.S. Representative,Democratic,April Freeman,0.342
Florida,18,U.S. Representative,Republican,Brian Mast,0.536
Florida,18,U.S. Representative,Democratic,Randy Perkins,0.431
Florida,19,U.S. Representative,Republican,Francis Rooney,0.659
Florida,19,U.S. Representative,Democratic,Robert Neeld,0.341
Florida,20,U.S. Representative,Democratic,Alcee Hastings,0.803
Florida,20,U.S. Representative,Republican,Gary Stein,0.197
Florida,21,U.S. Representative,Democratic,Lois Frankel,0.627
Florida,21,U.S. Representative,Republican,Paul Spain,0.351
Florida,22,U.S. Representative,Democratic,Ted Deutch,0.589
Florida,22,U.S. Representative,Republican,Andrea Leigh McGee,0.411
Florida,23,U.S. Representative,Democratic,Debbie Wasserman Schultz,0.567
Florida,23,U.S. Representative,Republican,Joe Kaufman,0.405
Florida,24,U.S. Representative,Democratic,Frederica Wilson,1.000
Florida,25,U.S. Representative,Republican,Mario Díaz-Balart,0.624
Florida,25,U.S. Representative,Democratic,Alina Valdes,0.376
Florida,26,U.S. Representative,Republican,Carlos Curbelo,0.530
Florida,26,U.S. Representative,Democratic,Joe Garcia,0.412
Florida,27,U.S. Representative,Republican,Ileana Ros-Lehtinen,0.549
Florida,27,U.S. Representative,Democratic,Scott Fuhrman,0.451
Georgia,1,U.S. Representative,Republican,Buddy Carter,1.000
Georgia,2,U.S. Representative,Democratic,Sanford Bishop,0.612
Georgia,2,U.S. Representative,Republican,Greg Duke,0.388
Georgia,3,U.S. Representative,Republican,Drew Ferguson,0.684
Georgia,3,U.S. Representative,Democratic,Angela Pendley,0.316
Georgia,4,U.S. Representative,Democratic,Hank Johnson,0.757
Georgia,4,U.S. Representative,Republican,Victor Armendariz,0.243
Georgia,5,U.S. Representative,Democratic,John Lewis,0.844
Georgia,5,U.S. Representative,Republican,Douglas Bell,0.156
Georgia,6,U.S. Representative,Republican,Tom Price,0.617
Georgia,6,U.S. Representative,Democratic,Rodney Stooksbury,0.383
Georgia,7,U.S. Representative,Republican,Rob Woodall,0.604
Georgia,7,U.S. Representative,Democratic,Rashid Malik,0.396
Georgia,8,U.S. Representative,Republican,Austin Scott,0.676
Georgia,8,U.S. Representative,Democratic,James Harris,0.324
Georgia,9,U.S. Representative,Republican,Doug Collins,1.000
Georgia,10,U.S. Representative,Republican,Jody Hice,1.000
Georgia,11,U.S. Representative,Republican,Barry Loudermilk,0.674
Georgia,11,U.S. Representative,Democratic,Don Wilson,0.326
Georgia,12,U.S. Representative,Republican,Rick Allen,0.616
Georgia,12,U.S. Representative,Democratic,Tricia McCracken,0.384
Georgia,13,U.S. Representative,Democratic,David Scott,1.000
Georgia,14,U.S. Representative,Republican,Tom Graves,1.000
Hawaii,1,U.S. Representative,Democratic,Colleen Hanabusa,0.719
Hawaii,1,U.S. Representative,Republican,Shirlene D. Ostrov,0.227
Hawaii,1,U.S. Representative,Libertarian,Alan Yim,0.033
Hawaii,2,U.S. Representative,Democratic,Tulsi Gabbard,0.812
Hawaii,2,U.S. Representative,Republican,Angela Kaaihue,0.188
Idaho,1,U.S. Representative,Republican,Raúl Labrador,0.682
Idaho,1,U.S. Representative,Democratic,James Piotrowski,0.318
Idaho,2,U.S. Representative,Republican,Mike Simpson,0.629
Idaho,2,U.S. Representative,Democratic,Jennifer Martinez,0.294
Illinois,1,U.S. Representative,Democratic,Bobby Rush,0.741
Illinois,1,U.S. Representative,Republican,August Deuser,0.259
Illinois,2,U.S. Representative,Democratic,Robin Kelly,0.798
Illinois,2,U.S. Representative,Republican,John Morrow,0.202
Illinois,3,U.S. Representative,Democratic,Dan Lipinski,1.000
Illinois,4,U.S. Representative,Democratic,Luis Gutiérrez,1.000
Illinois,5,U.S. Representative,Democratic,Mike Quigley,0.678
Illinois,5,U.S. Representative,Republican,Vince Kolber,0.275
Illinois,5,U.S. Representative,Green,Rob Sherman,0.047
Illinois,6,U.S. Representative,Republican,Peter Roskam,0.592
Illinois,6,U.S. Representative,Democratic,Amanda Howland,0.408
Illinois,7,U.S. Representative,Democratic,Danny Davis,0.842
Illinois,7,U.S. Representative,Republican,Jeffrey Leef,0.158
Illinois,8,U.S. Representative,Democratic,Raja Krishnamoorthi,0.583
Illinois,8,U.S. Representative,Republican,Pete DiCianni,0.417
Illinois,9,U.S. Representative,Democratic,Jan Schakowsky,0.665
Illinois,9,U.S. Representative,Republican,Joan McCarthy Lasonde,0.335
Illinois,10,U.S. Representative,Democratic,Brad Schneider,0.526
Illinois,10,U.S. Representative,Republican,Bob Dold,0.474
Illinois,11,U.S. Representative,Democratic,Bill Foster,0.604
Illinois,11,U.S. Representative,Republican,Tonia Khouri,0.396
Illinois,12,U.S. Representative,Republican,Mike Bost,0.543
Illinois,12,U.S. Representative,Democratic,C.J. Baricevic,0.397
Illinois,12,U.S. Representative,Green,Paula Bradshaw,0.060
Illinois,13,U.S. Representative,Republican,Rodney Davis,0.597
Illinois,13,U.S. Representative,Democratic,Mark Wicklund,0.403
Illinois,14,U.S. Representative,Republican,Randy Hultgren,0.593
Illinois,14,U.S. Representative,Democratic,Jim Walz,0.407
Illinois,15,U.S. Representative,Republican,John Shimkus,1.000
Illinois,16,U.S. Representative,Republican,Adam Kinzinger,0.999
Illinois,17,U.S. Representative,Democratic,Cheri Bustos,0.603
Illinois,17,U.S. Representative,Republican,Patrick Harlan,0.397
Illinois,18,U.S. Representative,Republican,Darin LaHood,0.721
Illinois,18,U.S. Representative,Democratic,Junius Rodriguez,0.279
Indiana,1,U.S. Representative,Democratic,Pete Visclosky,0.815
Indiana,1,U.S. Representative,Libertarian,Donna Dunn,0.185
Indiana,2,U.S. Representative,Republican,Jackie Walorski,0.593
Indiana,2,U.S. Representative,Democratic,Lynn Coleman,0.369
Indiana,2,U.S. Representative,Libertarian,Ron Cenkush,0.038
Indiana,3,U.S. Representative,Republican,Jim Banks,0.701
Indiana,3,U.S. Representative,Democratic,Tommy Schrader,0.230
Indiana,3,U.S. Representative,Libertarian,Pepper Snyder,0.069
Indiana,4,U.S. Representative,Republican,Todd Rokita,0.646
Indiana,4,U.S. Representative,Democratic,John Dale,0.305
Indiana,4,U.S. Representative,Libertarian,Steven Mayoras,0.049
Indiana,5,U.S. Representative,Republican,Susan Brooks,0.615
Indiana,5,U.S. Representative,Democratic,Angela Demaree,0.343
Indiana,5,U.S. Representative,Libertarian,Matthew Wittlief,0.042
Indiana,6,U.S. Representative,Republican,Luke Messer,0.691
Indiana,6,U.S. Representative,Democratic,Barry Welsh,0.267
Indiana,6,U.S. Representative,Libertarian,Rich Turvey,0.042
Indiana,7,U.S. Representative,Democratic,André Carson,0.600
Indiana,7,U.S. Representative,Republican,Cat Ping,0.357
Indiana,7,U.S. Representative,Libertarian,Drew Thompson,0.043
Indiana,8,U.S. Representative,Republican,Larry Bucshon,0.637
Indiana,8,U.S. Representative,Democratic,Ron Drake,0.317
Indiana,8,U.S. Representative,Libertarian,Andrew Horning,0.046
Indiana,9,U.S. Representative,Republican,Trey Hollingsworth,0.541
Indiana,9,U.S. Representative,Democratic,Shelli Yoder,0.405
Indiana,9,U.S. Representative,Libertarian,Russell Brooksbank,0.054
Iowa,1,U.S. Representative,Republican,Rod Blum,0.538
Iowa,1,U.S. Representative,Democratic,Monica Vernon,0.462
Iowa,2,U.S. Representative,Democratic,Dave Loebsack,0.537
Iowa,2,U.S. Representative,Republican,Christopher Peters,0.463
Iowa,3,U.S. Representative,Republican,David Young,0.535
Iowa,3,U.S. Representative,Democratic,Jim Mowrer,0.398
Iowa,3,U.S. Representative,Libertarian,Bryan Jack Holder,0.039
Iowa,4,U.S. Representative,Republican,Steve King,0.613
Iowa,4,U.S. Representative,Democratic,Kim Weaver,0.387
Kansas,1,U.S. Representative,Republican,Roger Marshall,0.658
Kansas,1,U.S. Representative,Libertarian,Kerry Burt,0.075
Kansas,1,U.S. Representative,Independent,Alan LaPolice,0.262
Kansas,2,U.S. Representative,Republican,Lynn Jenkins,0.609
Kansas,2,U.S. Representative,Democratic,Britani Potter,0.325
Kansas,2,U.S. Representative,Libertarian,James Houston Bales,0.065
Kansas,3,U.S. Representative,Republican,Kevin Yoder,0.513
Kansas,3,U.S. Representative,Democratic,Jay Sidie,0.406
Kansas,3,U.S. Representative,Libertarian,Steven Hohe,0.080
Kansas,4,U.S. Representative,Republican,Mike Pompeo,0.616
Kansas,4,U.S. Representative,Democratic,Dan Giroux,0.296
Kansas,4,U.S. Representative,Libertarian,Gordon J. Bakken,0.028
Kentucky,1,U.S. Representative,Republican,James Comer,0.726
Kentucky,1,U.S. Representative,Democratic,Sam Gaskins,0.274
Kentucky,2,U.S. Representative,Republican,Brett Guthrie,1.000
Kentucky,3,U.S. Representative,Democratic,John Yarmuth,0.635
Kentucky,3,U.S. Representative,Republican,Harold Bratcher,0.365
Kentucky,4,U.S. Representative,Republican,Thomas Massie,0.713
Kentucky,4,U.S. Representative,Democratic,Calvin Sidle,0.287
Kentucky,5,U.S. Representative,Republican,Hal Rogers,1.000
Kentucky,6,U.S. Representative,Republican,Andy Barr,0.611
Kentucky,6,U.S. Representative,Democratic,Nancy Jo Kemper,0.389
Louisiana,1,U.S. Representative,Republican,Steve Scalise,0.746
Louisiana,1,U.S. Representative,Democratic,Lee Ann Dugas,0.128
Louisiana,1,U.S. Representative,Democratic,Danil Ezekiel Faust,0.039
Louisiana,1,U.S. Representative,Libertarian,Howard Kearney,0.030
Louisiana,1,U.S. Representative,Democratic,"Joseph ""Joe"" Swider",0.028
Louisiana,2,U.S. Representative,Democratic,Cedric Richmond,0.698
Louisiana,2,U.S. Representative,Democratic,Kip Holden,0.201
Louisiana,2,U.S. Representative,Democratic,Kenneth Cutno,0.101
Louisiana,3,U.S. Representative,Republican,Clay Higgins,0.561
Louisiana,3,U.S. Representative,Republican,Scott Angelle,0.439
Louisiana,4,U.S. Representative,Republican,Mike Johnson,0.652
Louisiana,4,U.S. Representative,Democratic,Marshall Jones,0.348
Louisiana,5,U.S. Representative,Republican,Ralph Abraham,0.816
Louisiana,5,U.S. Representative,Republican,Billy Burkette,0.184
Louisiana,6,U.S. Representative,Republican,Garret Graves,0.627
Louisiana,6,U.S. Representative,Democratic,Richard Lieberman,0.149
Louisiana,6,U.S. Representative,Republican,"Robert Lamar ""Bob"" Bell",0.101
Louisiana,6,U.S. Representative,Democratic,Jermaine Sampson,0.090
Louisiana,6,U.S. Representative,Libertarian,Richard Fontanesi,0.020
Maine,1,U.S. Representative,Democratic,Chellie Pingree,0.580
Maine,1,U.S. Representative,Republican,Mark Holbrook,0.420
Maine,2,U.S. Representative,Republican,Bruce Poliquin,0.548
Maine,2,U.S. Representative,Democratic,Emily Cain,0.452
Maryland,1,U.S. Representative,Republican,Andy Harris,0.670
Maryland,1,U.S. Representative,Democratic,Joe Werner,0.286
Maryland,1,U.S. Representative,Libertarian,Matt Beers,0.042
Maryland,2,U.S. Representative,Democratic,Dutch Ruppersberger,0.621
Maryland,2,U.S. Representative,Republican,Pat McDonough,0.331
Maryland,2,U.S. Representative,Libertarian,Kristin Kasprzak,0.046
Maryland,3,U.S. Representative,Democratic,John Sarbanes,0.632
Maryland,3,U.S. Representative,Republican,Mark Plaster,0.339
Maryland,3,U.S. Representative,Green,Eze Nnabu,0.028
Maryland,4,U.S. Representative,Democratic,Anthony G. Brown,0.741
Maryland,4,U.S. Representative,Republican,George McDermott,0.214
Maryland,4,U.S. Representative,Libertarian,Ben Krause,0.018
Maryland,4,U.S. Representative,Green,Kamesha Clark,0.026
Maryland,5,U.S. Representative,Democratic,Steny Hoyer,0.674
Maryland,5,U.S. Representative,Republican,Mark Arness,0.294
Maryland,5,U.S. Representative,Libertarian,Jason Summers,0.031
Maryland,6,U.S. Representative,Democratic,John Delaney,0.560
Maryland,6,U.S. Representative,Republican,Amie Hoeber,0.401
Maryland,6,U.S. Representative,Libertarian,David Howser,0.021
Maryland,6,U.S. Representative,Green,George Gluck,0.018
Maryland,7,U.S. Representative,Democratic,Elijah Cummings,0.749
Maryland,7,U.S. Representative,Republican,Corrogan Vaughn,0.218
Maryland,7,U.S. Representative,Green,Myles Hoenig,0.030
Maryland,8,U.S. Representative,Democratic,Jamie Raskin,0.606
Maryland,8,U.S. Representative,Republican,Dan Cox,0.342
Maryland,8,U.S. Representative,Libertarian,Jasen Wunder,0.020
Maryland,8,U.S. Representative,Green,Nancy Wallace,0.031
Massachusetts,1,U.S. Representative,Democratic,Richard Neal,0.733
Massachusetts,1,U.S. Representative,Independent,Frederick Mayock,0.179
Massachusetts,1,U.S. Representative,Libertarian,Thomas Simmons,0.086
Massachusetts,2,U.S. Representative,Democratic,Jim McGovern,0.982
Massachusetts,3,U.S. Representative,Democratic,Niki Tsongas,0.687
Massachusetts,3,U.S. Representative,Republican,Ann Wofford,0.312
Massachusetts,4,U.S. Representative,Democratic,Joe Kennedy,0.701
Massachusetts,4,U.S. Representative,Republican,David Rosa,0.298
Massachusetts,5,U.S. Representative,Democratic,Katherine Clark,0.986
Massachusetts,6,U.S. Representative,Democratic,Seth Moulton,0.984
Massachusetts,7,U.S. Representative,Democratic,Mike Capuano,0.986
Massachusetts,8,U.S. Representative,Democratic,Stephen Lynch,0.724
Massachusetts,8,U.S. Representative,Republican, William Burke,0.275
Massachusetts,9,U.S. Representative,Democratic,Bill Keating,0.557
Massachusetts,9,U.S. Representative,Republican,Mark Alliegro,0.336
Massachusetts,9,U.S. Representative,Independent,Paul Harrington,0.069
Michigan,1,U.S. Representative,Republican,Jack Bergman,0.549
Michigan,1,U.S. Representative,Democratic,Lon Johnson,0.401
Michigan,1,U.S. Representative,Libertarian,Diane Bostow,0.037
Michigan,1,U.S. Representative,Green,Ellis Boal,0.013
Michigan,2,U.S. Representative,Republican,Bill Huizenga,0.626
Michigan,2,U.S. Representative,Democratic,Dennis B. Murphy,0.325
Michigan,2,U.S. Representative,Libertarian,Erwin Haas,0.024
Michigan,2,U.S. Representative,Green,Matthew Brady,0.016
Michigan,3,U.S. Representative,Republican,Justin Amash,0.595
Michigan,3,U.S. Representative,Democratic,Douglas Smith,0.375
Michigan,4,U.S. Representative,Republican,John Moolenaar,0.616
Michigan,4,U.S. Representative,Democratic,Debra Wirth,0.321
Michigan,4,U.S. Representative,Libertarian,Leonard Schwartz,0.027
