State,District,Position,Party,Candidate,Vote Share
California,28,U.S. Representative,Democratic,Adam Schiff,0.760
California,28,U.S. Representative,Republican,Phil Jennerjahn,0.240
California,29,U.S. Representative,Democratic,Tony Cardenas,0.742
California,29,U.S. Representative,No party preference,David Hernandez,0.258
California,30,U.S. Representative,Democratic,Brad Sherman,0.605
California,30,U.S. Representative,Democratic,Howard Berman,0.395
California,31,U.S. Representative,Republican,Gary Miller,0.552
California,31,U.S. Representative,Republican,Robert Dutton,0.448
California,32,U.S. Representative,Democratic,Grace Napolitano,0.654
California,32,U.S. Representative,Republican,David L. Miller,0.346
California,33,U.S. Representative,Democratic,Henry Waxman,0.537
California,33,U.S. Representative,No party preference,Bill Bloomfield,0.463
California,34,U.S. Representative,Democratic,Xavier Becerra,0.856
California,34,U.S. Representative,Republican,Stephen C. Smith,0.144
California,35,U.S. Representative,Democratic,Gloria Negrete McLeod,0.557
California,35,U.S. Representative,Democratic,Joe Baca,0.443
California,36,U.S. Representative,Democratic,Raul Ruiz,0.514
California,36,U.S. Representative,Republican,Mary Bono Mack,0.486
California,37,U.S. Representative,Democratic,Karen Bass,0.864
California,37,U.S. Representative,Republican,Morgan Osborne,0.136
California,38,U.S. Representative,Democratic,Linda Sanchez,0.671
California,38,U.S. Representative,Republican,Benjamin Campos,0.329
California,39,U.S. Representative,Republican,Ed Royce,0.592
California,39,U.S. Representative,Democratic,Jay Chen,0.408
California,40,U.S. Representative,Democratic,Lucille Roybal-Allard,0.594
California,40,U.S. Representative,Democratic,David Sanchez,0.406
California,41,U.S. Representative,Democratic,Mark Takano,0.564
California,41,U.S. Representative,Republican,John Tavaglione,0.436
California,42,U.S. Representative,Republican,Ken Calvert,0.614
California,42,U.S. Representative,Democratic,Michael Williamson,0.386
California,43,U.S. Representative,Democratic,Maxine Waters,0.706
California,43,U.S. Representative,Democratic,Bob Flores,0.294
California,44,U.S. Representative,Democratic,Janice Hahn,0.600
California,44,U.S. Representative,Democratic,Laura Richardson,0.400
California,45,U.S. Representative,Republican,John Campbell,0.593
California,45,U.S. Representative,Democratic,Sukhee Kang,0.407
California,46,U.S. Representative,Democratic,Loretta Sanchez,0.606
California,46,U.S. Representative,Republican,Jerry Hayden,0.394
California,47,U.S. Representative,Democratic,Alan Lowenthal,0.566
California,47,U.S. Representative,Republican,Gary DeLong,0.434
California,48,U.S. Representative,Republican,Dana Rohrabacher,0.616
California,48,U.S. Representative,Democratic,Ron Varasteh,0.384
California,49,U.S. Representative,Republican,Darrell Issa,0.589
California,49,U.S. Representative,Democratic,Jerry Tetalman,0.411
California,50,U.S. Representative,Republican,Duncan D. Hunter,0.684
California,50,U.S. Representative,Democratic,David B. Secor,0.316
California,51,U.S. Representative,Democratic,Juan Vargas,0.699
California,51,U.S. Representative,Republican,Michael Crimmins,0.301
California,52,U.S. Representative,Democratic,Scott Peters,0.502
California,52,U.S. Representative,Republican,Brian Bilbray,0.498
California,53,U.S. Representative,Democratic,Susan Davis,0.604
California,53,U.S. Representative,Republican,Nick Popaditch,0.396
Colorado,1,U.S. Representative,Democratic,Diana DeGette,0.681
Colorado,1,U.S. Representative,Republican,Danny Stroud,0.270
Colorado,1,U.S. Representative,Libertarian,Frank Atwood,0.035
Colorado,1,U.S. Representative,Green,Gary Swing,0.013
Colorado,2,U.S. Representative,Democratic,Jared Polis,0.560
Colorado,2,U.S. Representative,Republican,Kevin Lundberg,0.386
Colorado,2,U.S. Representative,Libertarian,Randy Luallin,0.032
Colorado,2,U.S. Representative,Green,Susan P. Hall,0.024
Colorado,3,U.S. Representative,Republican,Scott Tipton,0.535
Colorado,3,U.S. Representative,Democratic,Sal Pace,0.411
Colorado,3,U.S. Representative,Independent,Tisha Casida,0.032
Colorado,3,U.S. Representative,Libertarian,Gregory Gilman,0.023
Colorado,4,U.S. Representative,Republican,Cory Gardner,0.586
Colorado,4,U.S. Representative,Democratic,Brandon Shaffer,0.367
Colorado,4,U.S. Representative,Libertarian,Josh Gilliland,0.030
Colorado,4,U.S. Representative,American C,Doug Aden,0.017
Colorado,5,U.S. Representative,Republican,Doug Lamborn,0.653
Colorado,5,U.S. Representative,Independent,Dave Anderson,0.174
Colorado,5,U.S. Representative,Libertarian,Jim Pirtle,0.073
Colorado,5,U.S. Representative,Green,Misha Luzov,0.059
Colorado,5,U.S. Representative,American C,Ken Harvell,0.042
Colorado,6,U.S. Representative,Republican,Mike Coffman,0.487
Colorado,6,U.S. Representative,Democratic,Joe Miklosi,0.451
Colorado,6,U.S. Representative,Independent,Kathy Polhemus,0.039
Colorado,6,U.S. Representative,Libertarian,Patrick Provost,0.024
Colorado,7,U.S. Representative,Democratic,Ed Perlmutter,0.533
Colorado,7,U.S. Representative,Republican,Joe Coors Jr.,0.412
Colorado,7,U.S. Representative,American C,Doug Campbell,0.030
Colorado,7,U.S. Representative,Libertarian,Buck Bailey,0.026
Connecticut,1,U.S. Representative,Democratic,John Larson,0.696
Connecticut,1,U.S. Representative,Republican,John Henry Decker,0.278
Connecticut,1,U.S. Representative,Green,Mike Derosa,0.018
Connecticut,1,U.S. Representative,Independent,Matthew Corey,0.008
Connecticut,2,U.S. Representative,Democratic,Joe Courtney,0.683
Connecticut,2,U.S. Representative,Republican,Paul Formica,0.293
Connecticut,2,U.S. Representative,Green,Colin D. Bennett,0.012
Connecticut,2,U.S. Representative,Libertarian,Dan Reale,0.012
Connecticut,3,U.S. Representative,Democratic,Rosa DeLauro,0.746
Connecticut,3,U.S. Representative,Republican,Wayne Winsley,0.254
Connecticut,4,U.S. Representative,Democratic,Jim Himes,0.598
Connecticut,4,U.S. Representative,Republican,Steve Obsitnik,0.402
Connecticut,5,U.S. Representative,Democratic,Elizabeth Esty,0.515
Connecticut,5,U.S. Representative,Republican,Andrew Roraback,0.485
Connecticut,5,U.S. Representative,Independent,John Pistone,0.000
Delaware,At-Large,U.S. Representative,Democratic,John Carney,0.644
Delaware,At-Large,U.S. Representative,Republican,Tom Kovach,0.334
Delaware,At-Large,U.S. Representative,Green,Bernard August,0.011
Delaware,At-Large,U.S. Representative,Libertarian,Scott Gesty,0.011
Florida,1,U.S. Representative,Republican,Jeff Miller,0.696
Florida,1,U.S. Representative,Democratic,Jim Bryan,0.271
Florida,1,U.S. Representative,Libertarian,Calen Fretts,0.033
Florida,2,U.S. Representative,Republican,Steve Southerland,0.527
Florida,2,U.S. Representative,Democratic,Al Lawson,0.473
Florida,3,U.S. Representative,Republican,Ted Yoho,0.647
Florida,3,U.S. Representative,Democratic,J. R. Gaillot Jr.,0.325
Florida,3,U.S. Representative,Independent,Phil Dodds,0.028
Florida,4,U.S. Representative,Republican,Ander Crenshaw,0.761
Florida,4,U.S. Representative,Independent,Jim Klauder,0.239
Florida,5,U.S. Representative,Democratic,Corrine Brown,0.708
Florida,5,U.S. Representative,Republican,LeAnne Kolb,0.263
Florida,5,U.S. Representative,Independent,Eileen Fleming,0.030
Florida,6,U.S. Representative,Republican,Ron DeSantis,0.572
Florida,6,U.S. Representative,Democratic,Heather Beaven,0.428
Florida,7,U.S. Representative,Republican,John Mica,0.587
Florida,7,U.S. Representative,Democratic,Jason Kendall,0.413
Florida,8,U.S. Representative,Republican,Bill Posey,0.589
Florida,8,U.S. Representative,Democratic,Shannon Roberts,0.375
Florida,8,U.S. Representative,Independent,Richard Gillmor,0.036
Florida,9,U.S. Representative,Democratic,Alan Grayson,0.625
Florida,9,U.S. Representative,Republican,Todd Long,0.375
Florida,10,U.S. Representative,Republican,Dan Webster,0.518
Florida,10,U.S. Representative,Democratic,Val Demings,0.482
Florida,11,U.S. Representative,Republican,Rich Nugent,0.645
Florida,11,U.S. Representative,Democratic,Dave Werder,0.355
Florida,12,U.S. Representative,Republican,Gus Bilirakis,0.635
Florida,12,U.S. Representative,Democratic,Jonathan Michael Snow,0.329
Florida,12,U.S. Representative,Independent,John Russell,0.021
Florida,12,U.S. Representative,Independent,Paul Elliot,0.015
Florida,13,U.S. Representative,Republican,Bill Young,0.576
Florida,13,U.S. Representative,Democratic,Jessica Ehrlich,0.424
Florida,14,U.S. Representative,Democratic,Kathy Castor,0.702
Florida,14,U.S. Representative,Republican,E. J. Otero,0.298
Florida,15,U.S. Representative,Republican,Dennis Ross,1.000
Florida,16,U.S. Representative,Republican,Vern Buchanan,0.536
Florida,16,U.S. Representative,Democratic,Keith Fitzgerald,0.464
Florida,17,U.S. Representative,Republican,Tom Rooney,0.587
Florida,17,U.S. Representative,Democratic,Will Bronson,0.413
Florida,18,U.S. Representative,Democratic,Patrick Murphy,0.502
Florida,18,U.S. Representative,Republican,Allen West,0.498
Florida,19,U.S. Representative,Republican,Trey Radel,0.620
Florida,19,U.S. Representative,Democratic,James Roach,0.358
Florida,19,U.S. Representative,Independent,Brandon Smith,0.022
Florida,20,U.S. Representative,Democratic,Alcee Hastings,0.880
Florida,20,U.S. Representative,Independent,Randall Terry,0.120
Florida,21,U.S. Representative,Democratic,Ted Deutch,0.777
Florida,21,U.S. Representative,Independent,Mike Trout,0.133
Florida,21,U.S. Representative,Independent,Cesar Henao,0.089
Florida,22,U.S. Representative,Democratic,Lois Frankel,0.546
Florida,22,U.S. Representative,Republican,Adam Hasner,0.454
Florida,23,U.S. Representative,Democratic,Debbie Wasserman Schultz,0.633
Florida,23,U.S. Representative,Republican,Karen Harrington,0.356
Florida,23,U.S. Representative,Independent,Ilya Katz,0.011
Florida,24,U.S. Representative,Democratic,Frederica Wilson,1.000
Florida,25,U.S. Representative,Republican,Mario Diaz-Balart,0.757
Florida,25,U.S. Representative,Independent,Stanley Blumenthal,0.158
Florida,26,U.S. Representative,Democratic,Joe Garcia,0.536
Florida,26,U.S. Representative,Republican,David Rivera,0.430
Florida,26,U.S. Representative,Independent,Angel Fernandez,0.023
Florida,26,U.S. Representative,Independent,Jose Peixoto,0.011
Florida,27,U.S. Representative,Republican,Ileana Ros-Lehtinen,0.602
Florida,27,U.S. Representative,Democratic,Manny Yevancy,0.369
Florida,27,U.S. Representative,Independent,Thomas Cruz-Wiggins,0.029
Georgia,1,U.S. Representative,Republican,Jack Kingston,0.630
Georgia,1,U.S. Representative,Democratic,Lesli Messinger,0.370
Georgia,2,U.S. Representative,Democratic,Sanford Bishop,0.638
Georgia,2,U.S. Representative,Republican,John House,0.362
Georgia,3,U.S. Representative,Republican,Lynn Westmoreland,1.000
Georgia,4,U.S. Representative,Democratic,Hank Johnson,0.736
Georgia,4,U.S. Representative,Republican,J. Chris Vaughn,0.264
Georgia,5,U.S. Representative,Democratic,John Lewis,0.843
Georgia,5,U.S. Representative,Republican,Howard Stopeck,0.157
Georgia,6,U.S. Representative,Republican,Tom Price,0.646
Georgia,6,U.S. Representative,Democratic,Jeff Kazanow,0.354
Georgia,7,U.S. Representative,Republican,Rob Woodall,0.622
Georgia,7,U.S. Representative,Democratic,Steve Reilly,0.378
Georgia,8,U.S. Representative,Republican,Austin Scott,1.000
Georgia,9,U.S. Representative,Republican,Doug Collins,0.762
Georgia,9,U.S. Representative,Democratic,Jody Cooley,0.238
Georgia,10,U.S. Representative,Republican,Paul Broun,1.000
Georgia,11,U.S. Representative,Republican,Phil Gingrey,0.686
Georgia,11,U.S. Representative,Democratic,Patrick Thompson,0.314
Georgia,12,U.S. Representative,Democratic,John Barrow,0.537
Georgia,12,U.S. Representative,Republican,Lee Anderson,0.463
Georgia,13,U.S. Representative,Democratic,David Scott,0.717
Georgia,13,U.S. Representative,Republican,Shahid Malik,0.283
Georgia,14,U.S. Representative,Republican,Tom Graves,0.730
Georgia,14,U.S. Representative,Democratic,Daniel Grant,0.270
Hawaii,1,U.S. Representative,Democratic,Colleen Hanabusa,0.546
Hawaii,1,U.S. Representative,Republican,Charles Djou,0.454
Hawaii,2,U.S. Representative,Democratic,Tulsi Gabbard,0.806
Hawaii,2,U.S. Representative,Republican,Kawika Crowley,0.194
Hawaii,2,U.S. Representative,Libertarian,Pat Brock,0.000
Idaho,1,U.S. Representative,Republican,Raúl Labrador,0.630
Idaho,1,U.S. Representative,Democratic,Jimmy Farris,0.308
Idaho,1,U.S. Representative,Libertarian,Rob Oates,0.039
Idaho,1,U.S. Representative,Pro-Life,Pro-Life,0.024
Idaho,2,U.S. Representative,Republican,Mike Simpson,0.652
Idaho,2,U.S. Representative,Democratic,Nicole LeFavour,0.348
Illinois,1,U.S. Representative,Democratic,Bobby Rush,0.739
Illinois,1,U.S. Representative,Republican,Donald Peloquin,0.261
Illinois,2,U.S. Representative,Democratic,Jesse Jackson Jr.,0.621
Illinois,2,U.S. Representative,Republican,Brian Woodworth,0.234
Illinois,2,U.S. Representative,Independent,Marcus Lewis,0.135
Illinois,3,U.S. Representative,Democratic,Dan Lipinski,0.685
Illinois,3,U.S. Representative,Republican,Richard Grabowski,0.315
Illinois,4,U.S. Representative,Democratic,Luis Gutiérrez,0.833
Illinois,4,U.S. Representative,Republican,Hector Concepcion,0.167
Illinois,5,U.S. Representative,Democratic,Mike Quigley,0.656
Illinois,5,U.S. Representative,Republican,Dan Schmitt,0.287
Illinois,5,U.S. Representative,Green,Nancy Wade,0.057
Illinois,6,U.S. Representative,Republican,Peter Roskam,0.592
Illinois,6,U.S. Representative,Democratic,Leslie Coolidge,0.408
Illinois,7,U.S. Representative,Democratic,Danny K. Davis,0.846
Illinois,7,U.S. Representative,Republican,Rita Zak,0.110
Illinois,7,U.S. Representative,Independent,John H. Monaghan,0.044
Illinois,8,U.S. Representative,Democratic,Tammy Duckworth,0.547
Illinois,8,U.S. Representative,Republican,Joe Walsh,0.453
Illinois,9,U.S. Representative,Democratic,Jan Schakowsky,0.661
Illinois,9,U.S. Representative,Republican,Tim Wolfe,0.339
Illinois,10,U.S. Representative,Democratic,Brad Schneider,0.505
Illinois,10,U.S. Representative,Republican,Robert Dold,0.495
Illinois,11,U.S. Representative,Democratic,Bill Foster,0.581
Illinois,11,U.S. Representative,Republican,Judy Biggert,0.419
Illinois,12,U.S. Representative,Democratic,William Enyart,0.515
Illinois,12,U.S. Representative,Republican,Jason Plummer,0.429
Illinois,12,U.S. Representative,Green,Paula Bradshaw,0.006
Illinois,13,U.S. Representative,Republican,Rodney L. Davis,0.466
Illinois,13,U.S. Representative,Democratic,David Gill,0.462
Illinois,13,U.S. Representative,Independent,John Hartman,0.072
Illinois,14,U.S. Representative,Republican,Randy Hultgren,0.588
Illinois,14,U.S. Representative,Democratic,Dennis Anderson,0.412
Illinois,15,U.S. Representative,Republican,John Shimkus,0.689
Illinois,15,U.S. Representative,Democratic,Angela Michael,0.311
Illinois,16,U.S. Representative,Republican,Adam Kinzinger,0.619
Illinois,16,U.S. Representative,Democratic,Wanda Rohl,0.381
Illinois,17,U.S. Representative,Democratic,Cheri Bustos,0.533
Illinois,17,U.S. Representative,Republican,Bobby Schilling,0.467
Illinois,18,U.S. Representative,Republican,Aaron Schock,0.742
Illinois,18,U.S. Representative,Democratic,Steve Waterworth,0.258
Indiana,1,U.S. Representative,Democratic,Peter Visclosky,0.673
Indiana,1,U.S. Representative,Republican,Joel Phelps,0.327
Indiana,2,U.S. Representative,Republican,Jackie Walorski,0.490
Indiana,2,U.S. Representative,Democratic,Brendan Mullen,0.476
Indiana,2,U.S. Representative,Libertarian,Joe Ruiz,0.034
Indiana,3,U.S. Representative,Republican,Marlin Stutzman,0.671
Indiana,3,U.S. Representative,Democratic,Kevin Boyd,0.329
Indiana,4,U.S. Representative,Republican,Todd Rokita,0.619
Indiana,4,U.S. Representative,Democratic,Tara Nelson,0.342
Indiana,4,U.S. Representative,Libertarian,Benjamin Gehlhausen,0.039
Indiana,5,U.S. Representative,Republican,Susan Brooks,0.584
Indiana,5,U.S. Representative,Democratic,Scott Reske,0.376
Indiana,5,U.S. Representative,Libertarian,Chard Reid,0.040
Indiana,6,U.S. Representative,Republican,Luke Messer,0.591
Indiana,6,U.S. Representative,Democratic,Brad Bookout,0.351
Indiana,6,U.S. Representative,Libertarian,Rex Bell,0.058
Indiana,7,U.S. Representative,Democratic,André Carson,0.628
Indiana,7,U.S. Representative,Republican,Carlos May,0.372
Indiana,8,U.S. Representative,Republican,Larry Bucshon,0.534
Indiana,8,U.S. Representative,Democratic,Dave Crooks,0.431
Indiana,8,U.S. Representative,Libertarian,Bart Gadau,0.036
Indiana,9,U.S. Representative,Republican,Todd Young,0.563
Indiana,9,U.S. Representative,Democratic,Shelli Yoder,0.437
Iowa,1,U.S. Representative,Democratic,Bruce Braley,0.569
Iowa,1,U.S. Representative,Republican,Ben Lange,0.417
Iowa,1,U.S. Representative,Independent,Greg Hughes,0.012
Iowa,2,U.S. Representative,Democratic,David Loebsack,0.554
Iowa,2,U.S. Representative,Republican,John Archer,0.425
Iowa,2,U.S. Representative,Independent,Alan Aversa,0.022
Iowa,3,U.S. Representative,Republican,Tom Latham,0.523
Iowa,3,U.S. Representative,Democratic,Leonard Boswell,0.436
Iowa,3,U.S. Representative,Independent,Scott Batcher,0.024
Iowa,3,U.S. Representative,Socialist Workers,David Rosenfield,0.016
Iowa,4,U.S. Representative,Republican,Steve King,0.532
Iowa,4,U.S. Representative,Democratic,Christie Vilsack,0.446
Iowa,4,U.S. Representative,Independent,Martin James Monroe,0.021
Kansas,1,U.S. Representative,Republican,Tim Huelskamp,1.000
Kansas,2,U.S. Representative,Republican,Lynn Jenkins,0.570
Kansas,2,U.S. Representative,Democratic,Tobias Schlingensiepen,0.387
Kansas,2,U.S. Representative,Libertarian,Dennis Hawver,0.043
Kansas,3,U.S. Representative,Republican,Kevin Yoder,0.685
Kansas,3,U.S. Representative,Libertarian,Joel Balam,0.315
Kansas,4,U.S. Representative,Republican,Mike Pompeo,0.622
Kansas,4,U.S. Representative,Democratic,Robert Tillman,0.316
Kansas,4,U.S. Representative,Libertarian,Thomas Jefferson,0.062
Kentucky,1,U.S. Representative,Republican,Ed Whitfield,0.696
Kentucky,1,U.S. Representative,Democratic,Charles Hatchett,0.304
Kentucky,2,U.S. Representative,Republican,Brett Guthrie,0.643
Kentucky,2,U.S. Representative,Democratic,David Williams,0.317
Kentucky,2,U.S. Representative,Independent,Andrew Beacham,0.022
Kentucky,2,U.S. Representative,Libertarian,Craig Astor,0.017
Kentucky,3,U.S. Representative,Democratic,John Yarmuth,0.640
Kentucky,3,U.S. Representative,Republican,Brooks Wicker,0.345
Kentucky,3,U.S. Representative,Independent,Robert L. DeVore Jr.,0.015
Kentucky,4,U.S. Representative,Republican,Thomas Massie,0.621
Kentucky,4,U.S. Representative,Democratic,Bill Adkins,0.350
Kentucky,4,U.S. Representative,Independent,David Lewis,0.034
Kentucky,5,U.S. Representative,Republican,Hal Rogers,0.779
Kentucky,5,U.S. Representative,Democratic,Ken Stepp,0.221
Kentucky,6,U.S. Representative,Republican,Andy Barr,0.506
Kentucky,6,U.S. Representative,Democratic,Ben Chandler,0.467
Kentucky,6,U.S. Representative,Independent,Randolph Vance,0.028
Louisiana,1,U.S. Representative,Republican,Steve Scalise,0.666
Louisiana,1,U.S. Representative,Democratic,M.V. Mendoza,0.213
Louisiana,1,U.S. Representative,Republican,Gary King,0.085
Louisiana,1,U.S. Representative,no party affiliation,David Turknett,0.021
Louisiana,1,U.S. Representative,no party affiliation,Arden Wells,0.015
Louisiana,2,U.S. Representative,Democratic,Cedric Richmond,0.552
Louisiana,2,U.S. Representative,Democratic,Gary Landrieu,0.250
Louisiana,2,U.S. Representative,Republican,Dwayne Bailey,0.135
Louisiana,2,U.S. Representative,Republican,Josue Larose,0.040
Louisiana,2,U.S. Representative,Libertarian,Caleb Trotter,0.024
Louisiana,3,U.S. Representative,Republican,Charles Boustany,0.609
Louisiana,3,U.S. Representative,Republican,Jeff Landry,0.391
Louisiana,4,U.S. Representative,Republican,John Fleming,0.753
Louisiana,4,U.S. Representative,Libertarian,Randall Lord,0.247
Louisiana,5,U.S. Representative,Republican,Rodney Alexander,0.778
Louisiana,5,U.S. Representative,no party affiliation,Ron Caesar,0.144
Louisiana,5,U.S. Representative,Libertarian,Clay Grant,0.078
Louisiana,6,U.S. Representative,Republican,Bill Cassidy,0.790
Louisiana,6,U.S. Representative,Libertarian,Rufus Holt Craig Jr.,0.105
Louisiana,6,U.S. Representative,no party affiliation,Richard Torregano,0.101
Maine,1,U.S. Representative,Democratic,Chellie Pingree,0.647
Maine,1,U.S. Representative,Republican,Jon Courtney,0.353
Maine,2,U.S. Representative,Democratic,Mike Michaud,0.581
Maine,2,U.S. Representative,Republican,Kevin Raye,0.419
Maryland,1,U.S. Representative,Republican,Andrew Harris,0.634
Maryland,1,U.S. Representative,Democratic,Wendy Rosen,0.275
Maryland,1,U.S. Representative,WI,John LaFerla,0.044
Maryland,1,U.S. Representative,Libertarian,Muir Boda,0.038
Maryland,2,U.S. Representative,Democratic,Dutch Ruppersberger,0.656
Maryland,2,U.S. Representative,Republican,Nancy Jacobs,0.311
